path	codec	height	container_fps	decode_fps_1	decode_fps_2	interlaced	progressive	verdict
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e15 - This Years Girl.mkv	mpeg2video	480	30000/1001	24.03	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e17 - Superstar.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e18 - Where the Wild Things Are.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e19 - New Moon Rising.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e20 - The Yoko Factor.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	705	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e21 - Primeval.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s04e22 - Restless.mkv	mpeg2video	480	30000/1001	24.00	24.03	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e01 - Buffy vs Dracula.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e02 - Real Me.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e03 - The Replacement.mkv	mpeg2video	480	30000/1001	24.00	24.23	0	707	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e04 - Out of My Mind.mkv	mpeg2video	480	30000/1001	24.06	24.00	0	722	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e05 - No Place Like Home.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	703	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e06 - Family.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	652	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e07 - Fool For Love.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	691	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e09 - Listening to Fear.mkv	mpeg2video	480	30000/1001	24.03	24.00	0	718	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e08 - Shadow.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	711	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e10 - Into the Woods.mkv	mpeg2video	480	30000/1001	24.33	24.00	20	709	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e11 - Triangle.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	674	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e13 - Blood Ties.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e12 - Checkpoint.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e14 - Crush.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e15 - I Was Made to Love You.mkv	mpeg2video	480	30000/1001	24.03	24.00	0	721	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e16 - The Body.mkv	mpeg2video	480	30000/1001	24.00	24.06	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e17 - Forever.mkv	mpeg2video	480	30000/1001	24.00	26.13	0	720	MIXED_CADENCE
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e18 - Intervention.mkv	mpeg2video	480	30000/1001	30.00	24.00	898	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e19 - Tough Love.mkv	mpeg2video	480	30000/1001	24.23	24.00	40	672	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e20 - Spiral.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e21 - The Weight of the World.mkv	mpeg2video	480	30000/1001	24.00	24.03	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s05e22 - The Gift.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	715	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e01e02 - Bargaining.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e03 - Afterlife.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	434	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e04 - Flooded.mkv	mpeg2video	480	30000/1001	24.03	24.00	6	690	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e05 - Life Serial.mkv	mpeg2video	480	30000/1001	24.06	24.00	0	722	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e06 - All the Way.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e07 - Once More, With Feeling.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e08 - Tabula Rasa.mkv	mpeg2video	480	30000/1001	24.00	24.06	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e09 - Smashed.mkv	mpeg2video	480	30000/1001	24.03	24.00	0	716	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e10 - Wrecked.mkv	mpeg2video	480	30000/1001	24.10	24.10	0	723	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e12 - Doublemeat Palace.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	693	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e11 - Gone.mkv	mpeg2video	480	30000/1001	24.00	24.03	0	690	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e13 - Dead Things.mkv	mpeg2video	480	30000/1001	24.46	24.00	57	676	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e14 - Older and Far Away.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e15 - As You Were.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e16 - Hell's Bells.mkv	mpeg2video	480	30000/1001	24.00	24.06	8	712	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e17 - Normal Again.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	536	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e18 - Entropy.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e19 - Seeing Red.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e20 - Villains.mkv	mpeg2video	480	30000/1001	24.00	24.06	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e21 - Two to Go.mkv	mpeg2video	480	30000/1001	24.00	24.03	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s06e22 - Grave.mkv	mpeg2video	480	30000/1001	24.00	30.00	0	720	MIXED_CADENCE
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e01.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e02.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	712	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e03.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	713	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e04.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e05.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	664	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e06.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	686	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e07.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e08.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e09.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e10.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	715	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e11.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e13.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e12.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e14.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e15.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	713	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e16.mkv	mpeg2video	480	30000/1001	24.06	24.00	87	634	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e17.mkv	mpeg2video	480	30000/1001	24.03	24.00	80	635	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e18.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e19.mkv	mpeg2video	480	30000/1001	24.16	24.00	31	685	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e20.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	715	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e21.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	712	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/buffy/Buffy the Vampire Slayer - s07e22.mkv	mpeg2video	480	30000/1001	24.03	23.96	0	700	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Bugs Life.mkv	mpeg2video	480	30000/1001	24.00	24.33	0	671	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Burn After Reading.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	714	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Cars.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Casino Royale (2006).mkv	mpeg2video	480	30000/1001	24.00	24.00	0	719	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/CELLULAR.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	705	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Charlie St Cloud.mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Charlie's Angels - Full Throttle (2003).mkv	mpeg2video	480	30000/1001	24.00	24.03	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/Charlie's Angels (2000).mkv	mpeg2video	480	30000/1001	24.00	24.00	0	720	SOFT_TC_NO_FILTER
/Volumes/nas/media/archive/charmed/Charmed - s01e01.mkv	mpeg2video	480	30000/1001	30.00	30.00	887	13	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e02.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e03.mkv	mpeg2video	480	30000/1001	30.00	30.00	873	27	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e04.mkv	mpeg2video	480	30000/1001	30.00	30.00	844	56	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e06.mkv	mpeg2video	480	30000/1001	30.00	30.00	876	23	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e05.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e07.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e08.mkv	mpeg2video	480	30000/1001	30.00	30.00	882	18	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e10.mkv	mpeg2video	480	30000/1001	30.00	30.00	887	13	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e09.mkv	mpeg2video	480	30000/1001	30.00	30.00	886	14	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e11.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e12.mkv	mpeg2video	480	30000/1001	30.00	30.00	857	43	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e13.mkv	mpeg2video	480	30000/1001	30.00	30.00	886	12	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e14.mkv	mpeg2video	480	30000/1001	30.00	30.00	882	18	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e15.mkv	mpeg2video	480	30000/1001	30.00	30.00	871	27	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e16.mkv	mpeg2video	480	30000/1001	30.00	30.00	885	15	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e17.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e18.mkv	mpeg2video	480	30000/1001	30.00	30.00	888	12	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e19.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e20.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e21.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s01e22.mkv	mpeg2video	480	30000/1001	30.00	30.00	780	120	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e01.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e02.mkv	mpeg2video	480	30000/1001	30.00	30.00	872	28	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e03.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	3	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e04.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e05.mkv	mpeg2video	480	30000/1001	30.00	30.00	899	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e06.mkv	mpeg2video	480	30000/1001	30.00	30.00	887	13	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e07.mkv	mpeg2video	480	30000/1001	30.00	30.00	891	9	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e08.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e09.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e10.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e11.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e12.mkv	mpeg2video	480	30000/1001	30.00	30.00	838	62	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e13.mkv	mpeg2video	480	30000/1001	30.00	30.00	888	12	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e14.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e15.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e16.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e17.mkv	mpeg2video	480	30000/1001	30.00	30.00	886	14	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e18.mkv	mpeg2video	480	30000/1001	30.00	30.00	893	6	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e19.mkv	mpeg2video	480	30000/1001	30.00	30.00	888	10	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e20.mkv	mpeg2video	480	30000/1001	30.00	30.00	847	51	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e21.mkv	mpeg2video	480	30000/1001	30.00	30.00	899	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s02e22.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e01.mkv	mpeg2video	480	30000/1001	30.00	30.00	892	8	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e02.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e03.mkv	mpeg2video	480	30000/1001	30.00	30.00	897	3	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e04.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e05.mkv	mpeg2video	480	30000/1001	30.00	30.00	887	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e06.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e07.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e08.mkv	mpeg2video	480	30000/1001	30.00	30.00	891	8	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e09.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e10.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e11.mkv	mpeg2video	480	30000/1001	30.00	30.00	842	57	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e12.mkv	mpeg2video	480	30000/1001	30.00	30.00	892	8	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e13.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e14.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e15.mkv	mpeg2video	480	30000/1001	30.00	30.00	882	18	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e16.mkv	mpeg2video	480	30000/1001	30.00	30.00	797	101	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e17.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e18.mkv	mpeg2video	480	30000/1001	30.00	30.00	868	32	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e19.mkv	mpeg2video	480	30000/1001	30.00	30.00	899	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e20.mkv	mpeg2video	480	30000/1001	30.00	30.00	897	3	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e21.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s03e22.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e01e02.mkv	mpeg2video	480	30000/1001	30.00	30.00	893	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e03.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e04.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e05.mkv	mpeg2video	480	30000/1001	30.00	30.00	887	13	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e06.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e07.mkv	mpeg2video	480	30000/1001	30.00	30.00	888	12	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e08.mkv	mpeg2video	480	30000/1001	30.00	30.00	890	8	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e09.mkv	mpeg2video	480	30000/1001	30.00	30.00	893	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e10.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e11.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	5	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e12.mkv	mpeg2video	480	30000/1001	30.00	30.00	897	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e13.mkv	mpeg2video	480	30000/1001	30.00	30.00	786	114	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e14.mkv	mpeg2video	480	30000/1001	30.00	30.00	839	61	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e15.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e16.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e17.mkv	mpeg2video	480	30000/1001	30.00	30.00	896	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e18.mkv	mpeg2video	480	30000/1001	30.00	30.00	893	7	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e19.mkv	mpeg2video	480	30000/1001	30.00	30.00	888	12	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e21.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e20.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s04e22.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s05e01e02.mkv	mpeg2video	480	30000/1001	30.00	30.00	897	0	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s05e03.mkv	mpeg2video	480	30000/1001	30.00	30.00	895	4	INTERLACED_NEEDS_IVTC
/Volumes/nas/media/archive/charmed/Charmed - s05e04.mkv	mpeg2video	480	30000/1001	30.00	30.00	900	0	INTERLACED_NEEDS_IVTC
